RecordID,ZipCode,City,County,State,Latitude,Longitude,DominantAreaCode,ResidentialDeliveries,ResidentialPOBoxes,BusinessDeliveries,BusinessPOBoxes,LastLineIndicator,TotalPopulation,PopulationWhite,PopulationAfricanAmerican,PopulationAmericanIndianAlaskaNative,PopulationAsian,PopulationHispanic,PopulationPacificIslander,PopulationOther,PopulationMultipleRace,MedianHouseholdIncome,PerCapitaIncome,MedianHomeValue,MedianAge,MedianAgeMale,MedianAgeFemale,EducationNinthGradeOrLess,EducationSomeHighSchool,EducationHighSchoolGraduate,EducationSomeCollegeWithoutDiploma,EducationAssociatesDegree,EducationBachelorsDegree
245,90638,LAMIRADA,LOS ANGELES,CA,33.9052,-118.0074,562,15230,0,915,0,,46335,21324,633,296,9974,21055,14,8806,5288,97838,38028,829000,43.2,40.7,45.3,1785,1504,8490,9307,3006,9163
246,90638,MIRADA,LOS ANGELES,CA,33.9052,-118.0074,562,15230,0,915,0,,46335,21324,633,296,9974,21055,14,8806,5288,97838,38028,829000,43.2,40.7,45.3,1785,1504,8490,9307,3006,9163
247,90639,LA MIRADA,LOS ANGELES,CA,33.9062,-118.0150,562,0,0,0,0,L,2103,1156,99,0,473,382,0,113,262,,4704,,19.9,20.0,19.8,0,0,553,1312,87,113
248,90640,MONTEBELLO,LOS ANGELES,CA,34.0129,-118.1130,323,19902,1229,1995,390,L,62941,25535,615,838,8087,50141,74,21252,6540,66460,27439,729000,37.4,36.0,38.6,5533,6273,13325,11385,3329,6845
249,90650,NORWALK,LOS ANGELES,CA,33.9059,-118.0822,562,27629,0,1578,0,L,103427,32806,4922,1598,13934,71339,785,39894,9488,83217,26735,679000,35.5,34.5,36.4,9622,6802,23162,18951,5880,11306
250,90660,PICO RIVERA,LOS ANGELES,CA,33.9900,-118.0908,562,16425,266,1208,209,L,62383,23124,685,1078,2458,56092,59,28406,6573,78056,27225,684000,39.0,38.6,39.3,7497,4933,15908,10666,3306,5153
251,90670,SANTA FE SPRINGS,LOS ANGELES,CA,33.9372,-118.0664,562,5191,259,3040,215,L,17446,5856,504,553,1439,13118,29,6828,2237,76397,29455,719000,38.1,36.6,39.5,1285,1252,3483,3385,1418,2131
252,90680,STANTON,ORANGE,CA,33.8011,-117.9952,714,9356,459,1071,84,L,30500,11845,556,192,8404,15117,147,6506,2850,71473,32074,681500,36.6,36.1,37.5,2711,2747,6122,5291,1527,3426
253,90701,ARTESIA,LOS ANGELES,CA,33.8662,-118.0812,562,4654,0,860,0,L,16390,4019,1143,127,6409,5576,487,3145,1060,83321,27860,817000,38.4,38.5,38.3,1253,1426,3132,2351,1056,2693
254,90701,CERRITOS,LOS ANGELES,CA,33.8662,-118.0812,562,4654,0,860,0,,16390,4019,1143,127,6409,5576,487,3145,1060,83321,27860,817000,38.4,38.5,38.3,1253,1426,3132,2351,1056,2693
255,90703,ARTESIA,LOS ANGELES,CA,33.8684,-118.0682,562,16221,579,1719,292,,49989,8623,4218,116,29363,7407,338,2791,4540,115272,46292,1037000,45.7,44.1,47.5,1312,1074,5793,8354,3392,13213
256,90703,CERRITOS,LOS ANGELES,CA,33.8684,-118.0682,562,16221,579,1719,292,L,49989,8623,4218,116,29363,7407,338,2791,4540,115272,46292,1037000,45.7,44.1,47.5,1312,1074,5793,8354,3392,13213
257,90704,AVALON,LOS ANGELES,CA,33.3746,-118.4506,310,1,1438,0,248,L,3940,3294,6,0,27,1774,1,148,464,77644,41083,947500,45.2,47.6,44.3,256,171,773,794,509,549
258,90704,CATALINA,LOS ANGELES,CA,33.3746,-118.4506,310,1,1438,0,248,,3940,3294,6,0,27,1774,1,148,464,77644,41083,947500,45.2,47.6,44.3,256,171,773,794,509,549
259,90704,SANTA CATALINA,LOS ANGELES,CA,33.3746,-118.4506,310,1,1438,0,248,,3940,3294,6,0,27,1774,1,148,464,77644,41083,947500,45.2,47.6,44.3,256,171,773,794,509,549
260,90706,BELLFLOWER,LOS ANGELES,CA,33.8854,-118.1282,562,24888,0,1783,0,L,79070,22045,10119,620,9056,46671,454,27742,9034,70236,27074,778000,34.7,33.6,35.7,6143,6048,16061,16196,4710,7799
261,90710,HARBOR CITY,LOS ANGELES,CA,33.7952,-118.2983,310,9109,332,575,100,L,27998,10639,3357,121,6283,12941,88,4460,3050,68537,32309,817000,39.2,38.0,40.0,2158,1819,4941,4664,2092,4367
262,90712,LAKEWOOD,LOS ANGELES,CA,33.8491,-118.1473,562,10995,0,844,0,L,31701,15101,3325,147,5717,10557,42,4075,3294,108877,40742,805000,37.6,37.2,38.3,670,834,5220,6491,2966,5940
263,90713,LAKEWOOD,LOS ANGELES,CA,33.8488,-118.1129,562,9778,0,307,0,L,29113,16378,1505,249,4040,8432,250,2692,3999,112118,42822,848000,39.9,39.0,41.1,863,876,5433,6635,2446,4804
264,90715,LAKEWOOD,LOS ANGELES,CA,33.8398,-118.0789,562,6470,0,185,0,L,21174,6716,2199,125,5274,9070,327,4687,1846,79941,29883,741000,37.2,36.5,38.8,1326,1028,4143,4271,1875,3333
265,90716,HAWAIIAN GARDENS,LOS ANGELES,CA,33.8312,-118.0730,562,3607,110,377,34,L,14050,3052,351,350,1507,10968,25,7324,1441,66537,20753,579000,32.2,32.0,32.3,1524,1890,3053,1918,522,1047
266,90716,LAKEWOOD,LOS ANGELES,CA,33.8312,-118.0730,562,3607,110,377,34,,14050,3052,351,350,1507,10968,25,7324,1441,66537,20753,579000,32.2,32.0,32.3,1524,1890,3053,1918,522,1047
267,90717,LOMITA,LOS ANGELES,CA,33.7944,-118.3175,310,8993,551,823,216,L,21727,11223,1295,154,3980,7698,51,2834,2190,85728,42320,894000,39.5,42.8,37.8,1069,1391,3396,3688,1380,4396
268,90720,CYPRESS,ORANGE,CA,33.7989,-118.0686,562,8488,776,1314,393,,23660,16277,817,40,2674,5344,114,1381,2357,118531,54649,1482000,44.0,40.5,45.0,395,591,2842,3848,1523,5695
269,90720,LOS ALAMITOS,ORANGE,CA,33.7989,-118.0686,562,8488,776,1314,393,L,23660,16277,817,40,2674,5344,114,1381,2357,118531,54649,1482000,44.0,40.5,45.0,395,591,2842,3848,1523,5695
270,90720,ROSSMOOR,ORANGE,CA,33.7989,-118.0686,562,8488,776,1314,393,,23660,16277,817,40,2674,5344,114,1381,2357,118531,54649,1482000,44.0,40.5,45.0,395,591,2842,3848,1523,5695
271,90723,PARAMOUNT,LOS ANGELES,CA,33.8959,-118.1655,562,14456,747,1890,225,L,53938,15087,4165,687,1811,44740,326,24253,7609,60493,21073,629000,31.6,30.4,33.0,6881,4850,11795,8693,2621,3014
272,90731,FORT MACARTHUR,LOS ANGELES,CA,33.7328,-118.2920,310,23832,78,1569,33,,62647,35222,3182,592,3829,36137,262,10994,8566,61144,33971,865000,37.6,36.9,38.4,3862,5285,12675,12767,3649,7141
273,90731,FT MACARTHUR,LOS ANGELES,CA,33.7328,-118.2920,310,23832,78,1569,33,,62647,35222,3182,592,3829,36137,262,10994,8566,61144,33971,865000,37.6,36.9,38.4,3862,5285,12675,12767,3649,7141
274,90731,SAN PEDRO,LOS ANGELES,CA,33.7328,-118.2920,310,23832,78,1569,33,L,62647,35222,3182,592,3829,36137,262,10994,8566,61144,33971,865000,37.6,36.9,38.4,3862,5285,12675,12767,3649,7141
275,90731,TERMINAL ISLAND,LOS ANGELES,CA,33.7328,-118.2920,310,23832,78,1569,33,,62647,35222,3182,592,3829,36137,262,10994,8566,61144,33971,865000,37.6,36.9,38.4,3862,5285,12675,12767,3649,7141
276,90732,SAN PEDRO,LOS ANGELES,CA,33.7397,-118.3133,310,9001,0,303,0,L,21582,13534,1139,20,2600,7185,64,1646,2579,105297,54447,924000,48.1,45.1,50.3,587,811,3969,3796,1312,4946
277,90740,SEAL BEACH,ORANGE,CA,33.7613,-118.0875,562,13945,1002,607,515,L,24721,18896,549,95,3084,2930,68,454,1575,75019,61141,1532000,59.4,55.6,63.5,504,911,2895,4564,2113,6357
278,90742,SUNSET BEACH,ORANGE,CA,33.7167,-118.0690,562,0,730,0,253,L,470,403,0,12,0,65,25,5,25,91250,98060,2239000,57.5,57.6,57.4,14,0,61,75,9,155
279,90743,SURFSIDE,ORANGE,CA,33.7285,-118.0842,714,0,274,0,17,L,487,415,0,0,42,41,0,0,30,154750,54571,1959000,55.6,55.9,55.5,9,0,33,50,57,154
280,90744,WILMINGTON,LOS ANGELES,CA,33.7838,-118.2625,310,14742,0,1477,0,L,57030,32793,1689,461,2025,50620,289,14708,5065,55141,20651,655000,31.6,30.7,32.4,8400,6705,11659,8306,2319,2340
281,90745,CARSON,LOS ANGELES,CA,33.8260,-118.2694,562,16928,0,1134,0,L,58327,14072,4071,212,22402,24717,1046,9203,7321,93759,31099,728000,39.5,37.2,41.7,3935,4378,9800,12048,3842,9799
282,90745,LONG BEACH,LOS ANGELES,CA,33.8260,-118.2694,562,16928,0,1134,0,,58327,14072,4071,212,22402,24717,1046,9203,7321,93759,31099,728000,39.5,37.2,41.7,3935,4378,9800,12048,3842,9799
283,90746,CARSON,LOS ANGELES,CA,33.8612,-118.2598,310,8395,0,897,0,L,28067,3118,16701,42,2705,5320,268,2436,2797,96939,38589,829000,44.4,43.2,46.6,996,1326,4949,6289,2103,4707
284,90746,LONG BEACH,LOS ANGELES,CA,33.8612,-118.2598,310,8395,0,897,0,,28067,3118,16701,42,2705,5320,268,2436,2797,96939,38589,829000,44.4,43.2,46.6,996,1326,4949,6289,2103,4707
285,90747,C S U DOM HLS,LOS ANGELES,CA,33.8671,-118.2593,310,0,0,1,0,,35,8,6,0,15,6,0,0,6,,1660,,19.2,,19.0,0,0,7,20,0,8
286,90747,CARSON,LOS ANGELES,CA,33.8671,-118.2593,310,0,0,1,0,L,35,8,6,0,15,6,0,0,6,,1660,,19.2,,19.0,0,0,7,20,0,8
287,90747,LONG BEACH,LOS ANGELES,CA,33.8671,-118.2593,310,0,0,1,0,,35,8,6,0,15,6,0,0,6,,1660,,19.2,,19.0,0,0,7,20,0,8
288,90755,LONG BEACH,LOS ANGELES,CA,33.7995,-118.1664,562,4547,0,1239,0,,11813,5514,1260,33,2638,4228,99,1372,897,79260,39406,753000,36.0,35.6,36.7,673,517,1279,2632,860,2368
289,90755,SIGNAL HILL,LOS ANGELES,CA,33.7995,-118.1664,562,4547,0,1239,0,L,11813,5514,1260,33,2638,4228,99,1372,897,79260,39406,753000,36.0,35.6,36.7,673,517,1279,2632,860,2368
290,90755,SIGNAL HL,LOS ANGELES,CA,33.7995,-118.1664,562,4547,0,1239,0,,11813,5514,1260,33,2638,4228,99,1372,897,79260,39406,753000,36.0,35.6,36.7,673,517,1279,2632,860,2368
291,90802,LONG BEACH,LOS ANGELES,CA,33.7691,-118.1848,562,23970,0,1581,0,L,39036,20119,5794,264,3439,13575,187,5701,3532,62720,45064,501000,35.8,36.2,35.5,1975,1715,4599,8981,2401,9361
292,90803,BELMONT SHORE,LOS ANGELES,CA,33.7616,-118.1373,562,18052,96,994,75,,32631,24860,1221,134,2650,5822,323,1213,2230,98428,70547,1509000,45.8,46.1,45.4,796,553,2624,7199,2185,9004
293,90803,LONG BEACH,LOS ANGELES,CA,33.7616,-118.1373,562,18052,96,994,75,L,32631,24860,1221,134,2650,5822,323,1213,2230,98428,70547,1509000,45.8,46.1,45.4,796,553,2624,7199,2185,9004
294,90803,NAPLES,LOS ANGELES,CA,33.7616,-118.1373,562,18052,96,994,75,,32631,24860,1221,134,2650,5822,323,1213,2230,98428,70547,1509000,45.8,46.1,45.4,796,553,2624,7199,2185,9004
295,90804,EAST LONG BEACH,LOS ANGELES,CA,33.7817,-118.1535,562,15476,466,1068,80,,37953,18717,4714,507,6277,16749,0,5694,2044,55647,29819,778000,33.4,33.6,33.2,4364,2100,6094,7855,2007,6117
296,90804,LONG BEACH,LOS ANGELES,CA,33.7817,-118.1535,562,15476,466,1068,80,L,37953,18717,4714,507,6277,16749,0,5694,2044,55647,29819,778000,33.4,33.6,33.2,4364,2100,6094,7855,2007,6117
297,90805,LAKEWOOD,LOS ANGELES,CA,33.8626,-118.1787,562,27390,272,1404,36,,96840,21359,18102,1740,10027,58932,886,34397,10329,57232,22578,667000,32.7,32.1,33.5,9768,8159,19014,19149,5020,8261
298,90805,LONG BEACH,LOS ANGELES,CA,33.8626,-118.1787,562,27390,272,1404,36,L,96840,21359,18102,1740,10027,58932,886,34397,10329,57232,22578,667000,32.7,32.1,33.5,9768,8159,19014,19149,5020,8261
299,90805,NORTH LONG BEACH,LOS ANGELES,CA,33.8626,-118.1787,562,27390,272,1404,36,,96840,21359,18102,1740,10027,58932,886,34397,10329,57232,22578,667000,32.7,32.1,33.5,9768,8159,19014,19149,5020,8261
300,90806,LONG BEACH,LOS ANGELES,CA,33.8019,-118.1886,562,13074,352,1172,88,L,41571,17802,6580,359,8075,21313,229,5115,3411,60172,27209,804000,34.1,32.5,35.8,6008,3048,7103,7673,2025,4437
301,90807,BIXBY KNOLLS,LOS ANGELES,CA,33.8328,-118.1815,562,12689,685,1228,187,,32994,15934,4364,144,5361,9482,32,4424,2735,81622,46345,935000,43.3,42.4,43.8,1290,1297,4480,6409,2475,6443
302,90807,LONG BEACH,LOS ANGELES,CA,33.8328,-118.1815,562,12689,685,1228,187,L,32994,15934,4364,144,5361,9482,32,4424,2735,81622,46345,935000,43.3,42.4,43.8,1290,1297,4480,6409,2475,6443
303,90807,SIGNAL HILL,LOS ANGELES,CA,33.8328,-118.1815,562,12689,685,1228,187,,32994,15934,4364,144,5361,9482,32,4424,2735,81622,46345,935000,43.3,42.4,43.8,1290,1297,4480,6409,2475,6443
304,90808,LONG BEACH,LOS ANGELES,CA,33.8245,-118.1150,562,14610,226,681,129,L,39723,26758,1590,241,4792,10231,98,2000,4244,118814,50880,972000,43.2,42.4,43.8,820,1123,5296,7581,2730,8381
305,90810,CABRILLO,LOS ANGELES,CA,33.8135,-118.2176,562,10103,257,743,66,,37451,14384,3028,224,8635,22089,592,7245,3343,67687,22909,671000,35.3,34.9,35.7,3896,3201,7643,6925,2102,4024
306,90810,CARSON,LOS ANGELES,CA,33.8135,-118.2176,562,10103,257,743,66,,37451,14384,3028,224,8635,22089,592,7245,3343,67687,22909,671000,35.3,34.9,35.7,3896,3201,7643,6925,2102,4024
307,90810,DOMINGUEZ,LOS ANGELES,CA,33.8135,-118.2176,562,10103,257,743,66,,37451,14384,3028,224,8635,22089,592,7245,3343,67687,22909,671000,35.3,34.9,35.7,3896,3201,7643,6925,2102,4024
308,90810,LONG BEACH,LOS ANGELES,CA,33.8135,-118.2176,562,10103,257,743,66,L,37451,14384,3028,224,8635,22089,592,7245,3343,67687,22909,671000,35.3,34.9,35.7,3896,3201,7643,6925,2102,4024
309,90813,LONG BEACH,LOS ANGELES,CA,33.7815,-118.1863,562,18658,0,1612,0,L,56420,21497,6504,732,6583,37552,169,16099,4836,44867,18595,698500,30.6,30.5,30.7,8392,6501,9045,10282,1987,3741
310,90814,LONG BEACH,LOS ANGELES,CA,33.7715,-118.1521,562,9583,0,287,0,L,19166,13480,1763,110,1500,5368,66,930,1317,84195,52607,1125000,37.3,37.7,37.1,669,575,1922,3480,1036,5194
311,90815,LONG BEACH,LOS ANGELES,CA,33.7940,-118.1226,562,15505,389,708,187,L,43092,29612,3140,333,4832,9954,92,1811,3272,102939,47006,956000,36.5,36.0,36.8,1096,571,4344,10591,2108,10060
312,90822,LONG BEACH,LOS ANGELES,CA,33.7392,-118.2566,562,0,0,1,0,L,117,85,21,0,4,11,0,0,7,,13834,,73.0,73.5,,14,28,22,11,9,10
313,90822,LONG BEACH SHARED FIRM,LOS ANGELES,CA,33.7392,-118.2566,562,0,0,1,0,,117,85,21,0,4,11,0,0,7,,13834,,73.0,73.5,,14,28,22,11,9,10
314,91001,ALTADENA,LOS ANGELES,CA,34.1908,-118.1392,626,13053,0,465,0,L,36867,16400,8717,394,1903,11574,36,5478,3939,114668,56143,1284000,44.6,43.4,47.0,1728,1114,4485,6420,2452,6728
315,91006,ARCADIA,LOS ANGELES,CA,34.1324,-118.0253,626,11159,0,1496,0,L,32499,9062,384,80,18417,5764,124,1660,2772,113817,50749,1419000,43.0,43.4,42.7,803,874,4359,4027,2101,8144
316,91007,ARCADIA,LOS ANGELES,CA,34.1276,-118.0536,626,12039,0,1033,0,L,33689,9787,655,50,18309,5816,359,2204,2325,87339,42679,1477000,43.7,40.4,46.6,1191,1286,5335,3951,2090,8503
317,91008,BRADBURY,LOS ANGELES,CA,34.1499,-117.9657,626,429,0,2,0,,774,394,8,0,302,127,0,7,63,167500,146101,1790000,52.5,53.0,51.5,40,17,112,83,88,186
318,91008,DUARTE,LOS ANGELES,CA,34.1499,-117.9657,626,429,0,2,0,L,774,394,8,0,302,127,0,7,63,167500,146101,1790000,52.5,53.0,51.5,40,17,112,83,88,186
319,91010,DUARTE,LOS ANGELES,CA,34.1378,-117.9663,626,8473,0,611,0,L,27008,11693,1312,431,4013,15334,16,6235,3308,88357,33403,715000,41.4,39.1,44.0,1968,1651,5478,5107,1728,4225
320,91011,FLINTRIDGE,LOS ANGELES,CA,34.2078,-118.2025,818,7065,0,465,0,,20621,12348,254,12,6193,1860,11,302,1501,187297,87697,2355000,44.6,43.5,45.4,196,242,1323,1917,854,5155
321,91011,LA CANADA,LOS ANGELES,CA,34.2078,-118.2025,818,7065,0,465,0,,20621,12348,254,12,6193,1860,11,302,1501,187297,87697,2355000,44.6,43.5,45.4,196,242,1323,1917,854,5155
322,91011,LA CANADA FLINTRIDGE,LOS ANGELES,CA,34.2078,-118.2025,818,7065,0,465,0,L,20621,12348,254,12,6193,1860,11,302,1501,187297,87697,2355000,44.6,43.5,45.4,196,242,1323,1917,854,5155
323,91011,PASADENA,LOS ANGELES,CA,34.2078,-118.2025,818,7065,0,465,0,,20621,12348,254,12,6193,1860,11,302,1501,187297,87697,2355000,44.6,43.5,45.4,196,242,1323,1917,854,5155
324,91016,MONROVIA,LOS ANGELES,CA,34.1431,-118.0039,626,16250,0,1502,0,L,41507,21248,2015,248,6010,18217,306,6001,5679,88285,40561,988000,39.6,38.2,41.2,1774,1556,6652,7119,2604,8347
325,91020,MONTROSE,LOS ANGELES,CA,34.2102,-118.2308,818,3391,0,447,0,L,7869,4377,98,35,1734,1444,59,572,994,59412,35908,973000,42.0,39.3,43.1,333,405,1115,897,779,1577
326,91024,SIERRA MADRE,LOS ANGELES,CA,34.1648,-118.0526,626,4994,0,284,0,L,11253,8020,467,25,1885,1635,0,209,647,116884,75541,1414000,48.3,44.6,51.1,51,117,910,1423,1002,2903
327,91030,SOUTH PASADENA,LOS ANGELES,CA,34.1120,-118.1545,626,10971,0,732,0,L,26837,12686,1133,84,8773,5251,0,1544,2617,115088,67612,1818000,40.4,39.0,42.2,267,340,1748,2917,1431,7289
328,91040,SHADOW HILLS,LOS ANGELES,CA,34.2603,-118.3248,818,7912,0,320,0,,21289,15060,577,39,2296,4941,5,1301,2011,98044,42325,870000,45.1,41.7,48.1,998,1189,4238,3917,1483,3940
329,91040,SUNLAND,LOS ANGELES,CA,34.2603,-118.3248,818,7912,0,320,0,L,21289,15060,577,39,2296,4941,5,1301,2011,98044,42325,870000,45.1,41.7,48.1,998,1189,4238,3917,1483,3940
330,91042,TUJUNGA,LOS ANGELES,CA,34.2547,-118.2869,818,10535,0,476,0,L,26686,19149,322,96,2292,6687,57,2359,2411,73115,35472,846000,44.9,43.6,45.8,1934,1221,5084,5531,2341,4156
331,91046,VERDUGO CITY,LOS ANGELES,CA,34.2118,-118.2405,818,0,213,0,152,L,194,139,0,0,30,0,25,0,0,,25947,,78.2,78.7,73.7,30,14,96,0,0,39
332,91101,PASADENA,LOS ANGELES,CA,34.1452,-118.1385,626,11728,0,2029,0,L,19542,9006,932,68,4896,5913,32,2640,1968,79154,56117,755000,36.7,34.9,37.8,756,468,1343,3001,1337,5381
333,91103,PASADENA,LOS ANGELES,CA,34.1636,-118.1555,626,9341,0,764,0,L,26909,9319,4017,134,2983,13763,19,8505,1932,73705,37741,988000,38.5,37.1,40.1,2587,1701,4631,4340,999,3808
334,91104,PASADENA,LOS ANGELES,CA,34.1671,-118.1277,626,13385,0,593,0,L,37619,17025,2412,246,4246,15626,0,8531,5159,85049,42987,1197000,40.2,38.6,41.9,2515,1791,5757,4651,2103,6834
335,91105,PASADENA,LOS ANGELES,CA,34.1371,-118.1592,626,6618,0,1311,0,L,12888,7997,462,53,2231,2105,0,691,1454,143892,91777,1734000,44.9,42.1,48.0,199,165,865,1552,612,3535
336,91106,PASADENA,LOS ANGELES,CA,34.1428,-118.1284,626,11642,0,905,0,L,23589,11531,1428,55,5367,7216,22,3551,1635,84153,54730,940500,36.0,35.4,36.9,935,362,2675,3184,1215,6407
337,91107,PASADENA,LOS ANGELES,CA,34.1508,-118.0918,626,13973,0,1698,0,L,33148,16847,1658,116,7942,9120,62,3330,3193,111084,58679,1228000,42.6,42.3,43.0,1087,897,3330,4735,1923,8102
338,91108,PASADENA,LOS ANGELES,CA,34.1214,-118.1131,626,4512,0,431,0,,12755,3536,43,10,8430,880,25,264,447,170223,76433,2589500,45.9,43.8,47.3,138,111,659,1025,295,4084
339,91108,SAN MARINO,LOS ANGELES,CA,34.1214,-118.1131,626,4512,0,431,0,L,12755,3536,43,10,8430,880,25,264,447,170223,76433,2589500,45.9,43.8,47.3,138,111,659,1025,295,4084
340,91125,PASADENA,LOS ANGELES,CA,34.1359,-118.1257,626,0,0,3,0,L,925,435,55,0,373,112,3,13,46,,6827,,20.0,20.6,19.7,0,0,101,751,12,35
341,91201,GLENDALE,LOS ANGELES,CA,34.1698,-118.2918,818,8737,0,964,0,L,22807,17829,333,282,1303,4727,17,1523,1520,59432,35310,1195500,41.1,40.7,42.2,1635,893,4916,3457,1793,3741
342,91202,GLENDALE,LOS ANGELES,CA,34.1639,-118.2647,818,9160,0,519,0,L,22757,17235,589,12,3113,2872,0,835,973,82476,49209,1197000,44.3,40.9,46.0,790,703,4135,3004,1776,6138
343,91203,GLENDALE,LOS ANGELES,CA,34.1528,-118.2612,818,7952,0,1320,0,L,16557,10887,562,79,2709,3181,39,1573,708,66245,38323,817500,37.0,35.5,39.0,746,482,3185,2353,1648,3801
344,91204,GLENDALE,LOS ANGELES,CA,34.1361,-118.2600,818,6972,0,1641,0,L,18738,11992,548,99,2742,6361,0,2485,872,63443,30624,906000,36.8,36.0,37.4,1968,1227,3852,2347,1424,3905
345,91205,GLENDALE,LOS ANGELES,CA,34.1387,-118.2437,818,14959,0,1213,0,L,36367,26209,574,113,4568,9169,34,3500,1369,48888,28976,985500,40.1,38.4,41.1,2967,1893,7448,4627,2850,7058
346,91206,GLENDALE,LOS ANGELES,CA,34.1539,-118.2372,818,13642,0,644,0,L,32570,24596,694,31,4492,4168,21,824,1912,82664,44172,1151000,42.7,40.5,45.7,1588,918,5491,4479,3029,7701
347,91207,GLENDALE,LOS ANGELES,CA,34.1640,-118.2481,818,4205,0,133,0,L,11488,9378,92,92,1103,1020,0,65,758,103505,53334,1596000,43.1,38.7,46.4,62,327,1777,1534,1072,2505
348,91208,GLENDALE,LOS ANGELES,CA,34.1899,-118.2279,818,6348,0,489,0,L,15316,10290,29,111,1989,2260,71,665,2161,107000,60849,1507000,48.3,47.6,48.6,124,238,2129,2291,934,3794
349,91210,GLENDALE,LOS ANGELES,CA,34.1452,-118.2563,818,338,0,334,0,L,244,235,0,0,9,70,0,0,0,105536,74841,1328000,42.6,42.4,48.0,0,0,15,18,18,90
350,91210,GLENDALE GALLERIA,LOS ANGELES,CA,34.1452,-118.2563,818,338,0,334,0,,244,235,0,0,9,70,0,0,0,105536,74841,1328000,42.6,42.4,48.0,0,0,15,18,18,90
351,91214,GLENDALE,LOS ANGELES,CA,34.2292,-118.2469,818,10976,0,750,0,,32009,18550,131,76,8576,5203,0,2118,2558,116201,48765,1259000,41.5,40.5,42.0,642,897,3604,4888,1660,7397
352,91214,LA CRESCENTA,LOS ANGELES,CA,34.2292,-118.2469,818,10976,0,750,0,L,32009,18550,131,76,8576,5203,0,2118,2558,116201,48765,1259000,41.5,40.5,42.0,642,897,3604,4888,1660,7397
353,91301,AGOURA,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
354,91301,AGOURA HILLS,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,L,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
355,91301,CALABASAS,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
356,91301,CALABASAS HILLS,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
357,91301,CORNELL,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
358,91301,MALIBU LAKE,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
359,91301,OAK PARK,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
360,91301,SARATOGA HILLS,LOS ANGELES,CA,34.1414,-118.7593,818,9446,0,1382,0,,25737,20473,412,30,1638,3667,32,1682,1470,142177,72933,1235000,44.6,43.3,46.7,172,220,2490,3609,1431,7446
361,91302,CALABASAS,LOS ANGELES,CA,34.1434,-118.6615,818,9808,0,990,0,L,26241,20516,688,262,2292,1959,0,334,2149,146521,88793,1954000,44.5,41.6,45.9,117,477,2369,3708,1133,7057
362,91302,HIDDEN HILLS,LOS ANGELES,CA,34.1434,-118.6615,818,9808,0,990,0,,26241,20516,688,262,2292,1959,0,334,2149,146521,88793,1954000,44.5,41.6,45.9,117,477,2369,3708,1133,7057
363,91302,MONTE NIDO,LOS ANGELES,CA,34.1434,-118.6615,818,9808,0,990,0,,26241,20516,688,262,2292,1959,0,334,2149,146521,88793,1954000,44.5,41.6,45.9,117,477,2369,3708,1133,7057
364,91302,WOODLAND HILLS,LOS ANGELES,CA,34.1434,-118.6615,818,9808,0,990,0,,26241,20516,688,262,2292,1959,0,334,2149,146521,88793,1954000,44.5,41.6,45.9,117,477,2369,3708,1133,7057
365,91303,CANOGA PARK,LOS ANGELES,CA,34.1980,-118.5996,818,11118,0,1690,0,L,29965,11398,1098,330,3096,17390,0,10879,3164,66494,28703,689000,32.3,31.9,33.0,3615,1358,5774,5704,1867,3727
366,91303,WOODLAND HILLS,LOS ANGELES,CA,34.1980,-118.5996,818,11118,0,1690,0,,29965,11398,1098,330,3096,17390,0,10879,3164,66494,28703,689000,32.3,31.9,33.0,3615,1358,5774,5704,1867,3727
367,91304,BOX CANYON,LOS ANGELES,CA,34.2221,-118.6097,818,17788,0,1093,0,,54264,24157,3192,404,9263,21994,48,13147,4053,74987,37119,907000,40.0,38.1,41.7,3218,2882,9355,10087,3917,9266
368,91304,CANOGA PARK,LOS ANGELES,CA,34.2221,-118.6097,818,17788,0,1093,0,L,54264,24157,3192,404,9263,21994,48,13147,4053,74987,37119,907000,40.0,38.1,41.7,3218,2882,9355,10087,3917,9266
